title,company,location,semantic_similarity,first_seen_date,url
Ejecución de Fuerza de Venta Directa - Fintech,mercadolibre,"Región del Maule,Chile",0.3611,2026-08-03,https://mercadolibre.eightfold.ai/careers/job/40685953
"Jefe/a Departamento Ventas, FT 42 hrs, Sodimac La Florida",Sodimac,"La Florida, Metropolitana, Chile",0.3603,2026-08-03,https://falabella.airavirtual.com/postula/qfSnMeKNgU01PgLzxFXO?logged_action=apply&register=true
Ejecución de Fuerza Venta Directa - Mercado Pago,mercadolibre,"Región de Antofagasta,Chile",0.3602,2026-08-03,https://mercadolibre.eightfold.ai/careers/job/38964442
Ejecución de Fuerza de Venta Directa - Fintech,mercadolibre,"Región de Valparaíso,Chile",0.3588,2026-08-03,https://mercadolibre.eightfold.ai/careers/job/40685936
Ejecutivo/a Back Office CD Lo Aguirre – Logística Supermercados Cencosud,cencosud,"Santiago, REGIÓN METROPOLITANA, CL",0.3588,2026-08-03,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14721?c=cencosud
"Jefe/a de prevención de perdidas, FT 42, Sodimac Maintecillo",Sodimac,"Zapallar, Valparaíso, Chile",0.3586,2026-08-03,https://falabella.airavirtual.com/postula/c6pn9JFozAw2lJx4jI8P?logged_action=apply&register=true
Arquitecto(a) Frontend & Mobile,SMU,"Las Condes, Metropolitana de Santiago",0.3549,2026-08-03,https://smu.trabajando.cl/trabajo-empleo/arquitecto-a-frontend-mobile/trabajo/6108398
"Jefe/a Departamento de Ventas, FT 42 hrs, Sodimac Huechuraba",Sodimac,"Huechuraba, Metropolitana, Chile",0.3548,2026-08-03,https://falabella.airavirtual.com/postula/7renWaanYBFCfgRbp20O?logged_action=apply&register=true
"Vigilante Bancario Full time 40 hrs 5x2, Agencia Coyhaique",Banco Falabella,"Coyhaique, Aysén, Chile",0.354,2026-08-03,https://falabella.airavirtual.com/postula/XjX2UcbG3DXKwrLxKQ1T?logged_action=apply&register=true
Ejecución de Fuerza de Venta Directa - Fintech,mercadolibre,"Región de Antofagasta,Chile",0.3534,2026-08-03,https://mercadolibre.eightfold.ai/careers/job/40703699
Monitor EWMS CD Lo Aguirre  – Logística Supermercados Cencosud,cencosud,"Santiago, REGIÓN METROPOLITANA, CL",0.3523,2026-08-03,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14723?c=cencosud
"Supervisor/a De Cajas, PT 20 horas, Sodimac Talca Poniente",Sodimac,"Talca, Maule, Chile",0.3513,2026-08-03,https://falabella.airavirtual.com/postula/4PmaTwb6J7oQB4bOCoIh?logged_action=apply&register=true
Abogado/a de Relaciones Laborales,Falabella Retail,"Las Condes, Metropolitana, Chile",0.3506,2026-08-03,https://falabella.airavirtual.com/postula/FauYkbL4ZJBcKapxVDph?logged_action=apply&register=true
"Jefe Departamento de Ventas, FT 42 hrs, Sodimac Huechuraba",Sodimac,"Huechuraba, Metropolitana, Chile",0.3468,2026-08-03,https://falabella.airavirtual.com/postula/hfoNkbUFbTqCbLFzBhQt?logged_action=apply&register=true
Category Manager Tecno,Ripley,Ofi Cerro Colorado 5240 - Comercial,0.3465,2026-08-03,https://ripley.csod.com/ux/ats/careersite/4/home/requisition/22572?c=ripley
Analista de Calidad - Reñaca,Empresas Carozzi S.A.,"Viña del Mar, Valparaíso",0.3326,2026-08-03,https://carozzi.trabajando.cl/trabajo-empleo/analista-de-calidad-renaca/trabajo/6108334
Asesor/a de Cliente/ Jornada Full Time 42 hrs/Falabella Iquique,Falabella Retail,"Iquique, Tarapacá, Chile",0.3314,2026-08-03,https://falabella.airavirtual.com/postula/3NqX9HwLQQmxQxOHv3Lo?logged_action=apply&register=true
Asistente de Bodega / Full Time 5x2 42 hrs. / Falabella La Serena,Falabella Retail,"La Serena, Coquimbo, Chile",0.3279,2026-08-03,https://falabella.airavirtual.com/postula/26XAgMyDS9imYqxEiGnq?logged_action=apply&register=true
Asistente Comercial,Ripley,Tda Coquimbo (Gesic) - Relación Comercial,0.326,2026-08-03,https://ripley.csod.com/ux/ats/careersite/4/home/requisition/16199?c=ripley
Visitador Médico,Salcobrand,"Ñuñoa, Metropolitana de Santiago",0.3217,2026-08-03,https://salcobrand.trabajando.cl/trabajo-empleo/visitador-medico/trabajo/6108426
"Jefe/a Departamento Operacional, FT42hrs, Sodimac Valdivia",Sodimac,"Valdivia, Los Ríos, Chile",0.3213,2026-08-03,https://falabella.airavirtual.com/postula/t09n4H6UiQy9sPMaU2JS?logged_action=apply&register=true
Asesor/a de Cliente/ Lunes a Viernes Jornada Full/ Falabella La Dehesa,Falabella Retail,"Las Condes, Metropolitana, Chile",0.318,2026-08-03,https://falabella.airavirtual.com/postula/lPQcbNIWi7kbJwbUaIkk?logged_action=apply&register=true
Asesor/a de Cliente SAE Jornada Part Time Sábado y Domingo/ Falabella Castro,Falabella Retail,"Castro, Los Lagos, Chile",0.3166,2026-08-03,https://falabella.airavirtual.com/postula/QP10e87dZVOKspLeJeiN?logged_action=apply&register=true
Controlador CD Lo Aguirre – Logística Supermercados Cencosud,cencosud,"Santiago, REGIÓN METROPOLITANA, CL",0.3158,2026-08-03,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14722?c=cencosud
"Jefe Departamento Operacional, FT 42hrs, Sodimac Huechuraba",Sodimac,"Huechuraba, Metropolitana, Chile",0.304,2026-08-03,https://falabella.airavirtual.com/postula/ra2wRWyQYkojai8xHYIZ?logged_action=apply&register=true
Asesor/a de Cliente/ Part Time 20 hrs Sábado y Domingo / Tienda Falabella Chillan,Falabella Retail,"Chillán, Ñuble, Chile",0.294,2026-08-03,https://falabella.airavirtual.com/postula/Kn3qSR1AVOTEiewvrAp9?logged_action=apply&register=true
Asesor/a de Cliente/ Jornada Part Time 20hrs/ Falabella Valdivia,Falabella Retail,"Valdivia, Los Ríos, Chile",0.2906,2026-08-03,https://falabella.airavirtual.com/postula/XTPF8jWfazsugQEjPOSW?logged_action=apply&register=true
Auxiliar de Cocina- Nuevo proyecto de Cafetería - Full-time y Part-time,cencosud,"Santiago, REGION METROPOLITANA, CL",0.2878,2026-08-03,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14729?c=cencosud
Asesor/a de Cliente/ Media Jornada Tarde 30 hrs 5x2/Falabella Chillán,Falabella Retail,"Chillán, Ñuble, Chile",0.2867,2026-08-03,https://falabella.airavirtual.com/postula/fmRCYYTRctArmFenJnzt?logged_action=apply&register=true
Analista Integral de Remuneraciones,Ripley,Ofi. Alonso De Cordova 5320 - RECURSOS HUMANO,0.2864,2026-08-03,https://ripley.csod.com/ux/ats/careersite/4/home/requisition/24005?c=ripley
"Encargado part time abarrotes, Jumbo Ñuñoa",cencosud,"Santiago, REGIÓN METROPOLITANA, CL",0.2783,2026-08-03,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14730?c=cencosud
"Encargado de turno Fabrica de pan panadería pastelería,  Jumbo La Florida",cencosud,"Santiago, REGIÓN METROPOLITANA, CL",0.2751,2026-08-03,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14728?c=cencosud
Ejecución de Fuerza de Venta Directa - Fintech,mercadolibre,"Región del Biobío,Chile",0.2743,2026-08-03,https://mercadolibre.eightfold.ai/careers/job/40706993
Ejecutivo Digital Cliente Easy Pro - copy,cencosud,"Santiago, REGION METROPOLITANA, CL",0.2731,2026-08-03,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14727?c=cencosud
Asesor/a de Cliente/ Jornada Part Time Sábado y Domingo/ Falabella Osorno,Falabella Retail,"Santiago, Metropolitana, Chile",0.2685,2026-08-03,https://falabella.airavirtual.com/postula/a0Ap4BftNfGDt63taexN?logged_action=apply&register=true
"Encargado aseo y perfumería Part Time ( 29 horas), Jumbo Ñuñoa",cencosud,"Santiago, REGIÓN METROPOLITANA, CL",0.2539,2026-08-03,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14726?c=cencosud
Asesor/a de Cliente / Part Time 20 Hrs. / Falabella La Serena,Falabella Retail,"La Serena, Coquimbo, Chile",0.2522,2026-08-03,https://falabella.airavirtual.com/postula/ZJe8yTLzAfjoyXmlntxD?logged_action=apply&register=true
Diseñador/a Gráfico de Vestuario,cencosud,"Santiago, REGION METROPOLITANA, CL",0.2287,2026-08-03,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14732?c=cencosud
Jefe de Ventas PK (fines de semana)- Paris Valparaíso,cencosud,"Valparaiso, REGIÓN DE VALPARAÍSO, CL",0.1978,2026-08-03,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/14725?c=cencosud
Auxiliar de Abastecimiento / Full Time 42 LV / Falabella Independencia,Falabella Retail,"Independencia, Metropolitana, Chile",0.4003,2026-08-02,https://falabella.airavirtual.com/postula/yEQCQc6LSzrACQxztT15?logged_action=apply&register=true
Asistente de Probador / Full Time 5x2 42 horas LV / Falabella La Serena,Falabella Retail,"La Serena, Coquimbo, Chile",0.3362,2026-08-02,https://falabella.airavirtual.com/postula/lpyyCt4lNqecFil5B1We?logged_action=apply&register=true
Asesor/a de Cliente / Media Jornada Tarde 30 Hrs. 5X2 / Falabella La Serena,Falabella Retail,"La Serena, Coquimbo, Chile",0.2591,2026-08-02,https://falabella.airavirtual.com/postula/iyIFTDIdH5yVsiFUPeuh?logged_action=apply&register=true
Subgerente cumplimiento normativo y riesgo operacional,Tricot S.A.,"Ñuñoa, Metropolitana de Santiago",0.3924,2026-08-01,https://tricot.trabajando.cl/trabajo-empleo/subgerente-cumplimiento-normativo-y-riesgo-operacional/trabajo/6108293
Analista Senior de Entrenamiento Operacional - Mercado Envíos,mercadolibre,"Santiago,Chile",0.385,2026-08-01,https://mercadolibre.eightfold.ai/careers/job/43622053
Líder de Equipo de Operaciones Turno Mañana - Mercado Envíos,mercadolibre,"Región Metropolitana de Santiago,Chile; Santiago, Santiago Metropolitan Region, CL",0.3663,2026-08-01,https://mercadolibre.eightfold.ai/careers/job/43550044
Asistente de RRHH - 0 a 1 año de experiencia,Tricot S.A.,"Ñuñoa, Metropolitana de Santiago",0.3647,2026-08-01,https://tricot.trabajando.cl/trabajo-empleo/asistente-de-rrhh-0-a-1-ano-de-experiencia/trabajo/6108292
