title,location,city,state,posted_date,job_id,source,first_seen_date,last_seen_date,semantic_similarity,country,url,description_short,description
Encargado de Botillería - Jumbo La Florida,"Santiago, REGIÓN METROPOLITANA, CL",Santiago,REGIÓN METROPOLITANA,2026-04-15,13875,cencosud,2026-07-12,2026-07-22,0.2311,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/13875?c=cencosud,,"📢 ¡Oportunidad laboral en Jumbo La Florida! Buscamos Encargado/a de Botillería 🍷 En Jumbo La Florida estamos en búsqueda de un/a Encargado/a de Botillería, quien será responsable de liderar la operación de la sección durante su turno, asegurando una correcta ejecución operativa y una excelente experiencia para nuestros clientes. 🎯 Misión del cargo Ser responsable de la operación de la sección de botillería durante el turno, supervisando al equipo y garantizando el orden, disponibilidad de productos y calidad de atención. 💼 ¿Cuáles serán tus principales funciones? ✅ Brindar atención a clientes, resolviendo dudas y consultas. ✅ Supervisar el desempeño del equipo en venta y reposición de productos. ✅ Controlar la presentación personal del equipo durante el turno. ✅ Organizar y distribuir tareas al personal interno y externo. ✅ Supervisar el orden, limpieza y presentación de la sección. ✅ Capacitar al personal que se incorpora al equipo. ✅ Mantener coordinación con el Jefe de Sección y Subadministrador de turno. ✅ Realizar cambios de precios (cartelería y flejes) al cierre del local. ✅ Gestionar devoluciones a proveedores cuando corresponda. ✅ Reemplazar al Jefe de Sección en su ausencia. 🧩 Perfil del cargo ✔️ Experiencia en retail, idealmente en áreas de ventas o secciones similares. ✔️ Experiencia liderando o coordinando equipos de trabajo. ✔️ Orientación al cliente y vocación de servicio. ✔️ Capacidad de organización y trabajo en equipo. ✔️ Proactividad, responsabilidad y tolerancia al trabajo bajo presión. Si te interesa liderar una sección clave del local y seguir desarrollándote en el mundo del retail, ¡te invitamos a postular y ser parte de Jumbo La Florida! 🚀"
Auditor Seguridad Prev. Perd. - Paris Valdivia,"Valdivia, REGIÓN DE LOS RÍOS, CL",Valdivia,REGIÓN DE LOS RÍOS,2026-04-14,13864,cencosud,2026-07-12,2026-07-22,0.2758,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/13864?c=cencosud,,"🛍️ ¡Únete a Paris y sé parte del cambio! 👮‍♂️ Buscamos: Auditor de Seguridad y Prevención de Pérdida. Tienda – Paris Valdivia ¿Tienes experiencia en seguridad privada y liderazgo de equipos? ¡Esta es tu oportunidad! Tu principal misión será asegurar la protección integral de personas, instalaciones y activos de la tienda, liderando un equipo comprometido con altos estándares de servicio y cumplimiento normativo. 🌟 Principales funciones: Implementar y optimizar estrategias de seguridad física y electrónica. Liderar el equipo de seguridad, promoviendo un buen clima laboral y cobertura continua (turnos rotativos 24/7). Gestionar situaciones críticas o emergencias, priorizando el bienestar de clientes y colaboradores. Elaborar reportes e indicadores, proponiendo mejoras preventivas. Administrar recursos y presupuestos del área. 🎯 Requisitos: Experiencia en tiendas por departamento. Buen trato con clientes y habilidades comunicacionales. Curso OS-10 y de Supervisor de Seguridad vigentes. Jornada Full Time (Artículo 22), disponibilidad total ante emergencias. 🕓 Jornada: Full Time, lunes a domingo con turnos rotativos. 🧭 Si te motiva liderar equipos y aportar a un entorno seguro y de excelencia, ¡te invitamos a postular y construir junto a nosotros un futuro más sostenible! 🌍 🌈 Promovemos un ambiente de trabajo respetuoso, inclusivo y libre de discriminación. Estamos convencidos de que la diversidad en nuestros equipos impulsa la creatividad y la innovación, elementos esenciales para cumplir nuestro propósito: servir de forma extraordinaria en cada momento 🌈 Si necesitas algún ajuste razonable o requisito de accesibilidad para participar en el proceso, por favor indícalo en tu postulación. Queremos que cada persona viva una experiencia transparente, cómoda y accesible. Esta oferta laboral se rige por la Ley N.º 21.015, que incentiva la inclusión de personas con discapacidad en el mundo laboral."
Encargado/a de Turno Non Food - Part Time - Jumbo El Belloto,"Valparaiso, REGIÓN DE VALPARAÍSO, CL",Valparaiso,REGIÓN DE VALPARAÍSO,2026-04-14,13862,cencosud,2026-07-12,2026-07-22,0.3027,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/13862?c=cencosud,,"¡Súmate a nuestro equipo! Cargo: Encargado/a de Turno Non Food – Part Time (Incluyendo días de la semana) ¿Te interesa liderar equipos y asegurar una excelente experiencia de servicio? Buscamos un/a Encargado/a de Turno, responsable de apoyar la operación diaria y velar por el correcto funcionamiento del área. ¿Qué harás? Supervisar la operación diaria del turno. Apoyar y orientar al equipo de trabajo. Controlar el cumplimiento de estándares de servicio. Gestionar horarios y organización del personal. Resolver contingencias operativas. Coordinar con proveedores y supervisar abastecimiento. Velar por el cumplimiento de normas de calidad y seguridad. Apoyar en requerimientos operativos generales. Requisitos del cargo Enseñanza media completa o formación técnica. Al menos 1 año de experiencia en atención al cliente y manejo de equipos. Habilidades Liderazgo y capacidad para delegar. Proactividad y adaptación al cambio. Resolución de problemas y manejo de conflictos. Buenas habilidades comunicacionales y relaciones interpersonales. Requisitos excluyentes Mayor de 18 años. Disponibilidad para trabajo presencial en modalidad Part Time con turnos rotativos. Te ofrecemos Capacitación constante y oportunidades de desarrollo. Buen ambiente laboral. Beneficios corporativos. Uniforme y apoyo en jornada laboral. Contrato a plazo fijo con posibilidad de continuidad. Promovemos un entorno de trabajo inclusivo, diverso y respetuoso, en línea con la normativa vigente. ¡Postula y sé parte de nuestro equipo!"
Encargado/a de Turno Perecibles - Part Time - Jumbo El Belloto,"Valparaiso, REGIÓN DE VALPARAÍSO, CL",Valparaiso,REGIÓN DE VALPARAÍSO,2026-04-14,13866,cencosud,2026-07-12,2026-07-22,0.302,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/13866?c=cencosud,,"¡Súmate a nuestro equipo! Cargo: Encargado/a de Turno Perecibles – Part Time (Incluyendo días de la semana) ¿Te interesa liderar equipos y asegurar una excelente experiencia de servicio? Buscamos un/a Encargado/a de Turno, responsable de apoyar la operación diaria y velar por el correcto funcionamiento del área. ¿Qué harás? Supervisar la operación diaria del turno. Apoyar y orientar al equipo de trabajo. Controlar el cumplimiento de estándares de servicio. Gestionar horarios y organización del personal. Resolver contingencias operativas. Coordinar con proveedores y supervisar abastecimiento. Velar por el cumplimiento de normas de calidad y seguridad. Apoyar en requerimientos operativos generales. Requisitos del cargo Enseñanza media completa o formación técnica. Al menos 1 año de experiencia en atención al cliente y manejo de equipos. Habilidades Liderazgo y capacidad para delegar. Proactividad y adaptación al cambio. Resolución de problemas y manejo de conflictos. Buenas habilidades comunicacionales y relaciones interpersonales. Requisitos excluyentes Mayor de 18 años. Disponibilidad para trabajo presencial en modalidad Part Time con turnos rotativos. Te ofrecemos Capacitación constante y oportunidades de desarrollo. Buen ambiente laboral. Beneficios corporativos. Uniforme y apoyo en jornada laboral. Contrato a plazo fijo con posibilidad de continuidad. Promovemos un entorno de trabajo inclusivo, diverso y respetuoso, en línea con la normativa vigente. ¡Postula y sé parte de nuestro equipo!"
Planner - Paris,"Santiago, REGION METROPOLITANA, CL",Santiago,REGION METROPOLITANA,2026-04-14,13869,cencosud,2026-07-12,2026-07-17,0.3676,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/13869?c=cencosud,,"En Cencosud estamos buscando a nuestro/a próximo/a Planner Paris, para integrarse a nuestro equipo comercial. Si te apasiona el retail, disfrutas analizar datos, anticiparte a tendencias y tomar decisiones que impactan directamente en el negocio… este desafío es para ti. 🎯 ¿Cuál será tu misión? 🔹 Coordinar y dar seguimiento semanal a resultados, proponiendo acciones concretas para cumplir (y superar) las metas. 🔹 Diseñar y ejecutar el plan de ventas, inventario y márgenes junto al equipo comercial. 🔹 Planificar y gestionar el stock, asegurando disponibilidad óptima en cada momento clave. 🔹 Analizar indicadores del negocio (ventas, cobertura, rotación, quiebres, sobrestock) para tomar decisiones oportunas. 🔹 Detectar oportunidades de mejora y anticiparte a tendencias del mercado. 🔹 Trabajar de manera colaborativa con áreas comerciales, logística y abastecimiento para alinear estrategias. ✨ Lo que necesitas para brillar en este rol ✅ Título en Ingeniería Comercial, Ingeniería Civil Industrial o carrera afín. ✅ Desde 1 año de experiencia en planificación comercial, abastecimiento, compras o control de inventarios. ✅ Manejo avanzado de Excel y herramientas de análisis de datos. ✅ Experiencia en análisis de KPIs, planificación de demanda y gestión de stock. ✅ Alta capacidad analítica, proactividad y orientación a resultados. ✅ Experiencia trabajando con equipos multidisciplinarios. ✅ Deseable manejo de SAP, Power BI u otras herramientas de gestión."
Diseñadora Sr Umbrale Woman,"Santiago, REGION METROPOLITANA, CL",Santiago,REGION METROPOLITANA,2026-04-14,13872,cencosud,2026-07-12,2026-07-14,0.1725,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/13872?c=cencosud,,"🌟 ¡Únete al equipo de Cencosud como Diseñadora/or Sr de Umbrale Woman! 🌟 En Cencosud, trabajamos cada día para que nuestros colaboradores se sientan felices y orgullosos de lo que hacen. Estamos buscando una/un Diseñadora/or Sr para Umbrale Woman, quien será clave en el desarrollo de nuestras colecciones. Si tienes experiencia en retail, pasión por el diseño y una mirada innovadora, ¡queremos conocerte! ✨ ¿Qué harás en este rol? 🔹Diseñar y desarrollar colecciones para Umbrale Woman, asegurando coherencia estética y técnica en cada etapa. 🔹Elaborar fichas técnicas, seleccionar materiales y acompañar el desarrollo de producto de inicio a fin. 🔹Investigar tendencias nacionales e internacionales para inspirar propuestas frescas y relevantes. 🔹Coordinar con áreas comerciales, marketing, visual merchandising y proveedores para lograr resultados de alto impacto. 🔹Participar en fittings y asegurar los ajustes finales de cada prenda. 🔹Guiar y supervisar a diseñadores junior, velando por la calidad y el cumplimiento de plazos. 🎯 Lo que buscamos en ti: 🔹Experiencia en diseño de vestuario para retail y conocimiento de materiales premium de al menos 6 años de experiencia 🔹Manejo avanzado de Photoshop, Illustrator e inglés. 🔹Organización, proactividad y capacidad de adaptarse en entornos dinámicos y desafiantes. 🌟 ¿Qué te ofrecemos? ✅Un propósito que inspira: ser parte de una de las empresas retail más grandes e importantes de Latinoamérica. ✅Un entorno dinámico, colaborativo y con desafíos constantes que impulsarán tu desarrollo. ✅Visibilidad real en proyectos de alto impacto y oportunidades de crecimiento personal y profesional. ✅Beneficios exclusivos para ti y tu familia, porque en Cencosud tu bienestar también importa"
Maestro Panadero - Jumbo Apoquindo,CL,,,2026-04-13,13851,cencosud,2026-07-12,2026-07-22,0.2426,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/13851?c=cencosud,,"Maestro Panadero - Jumbo Apoquindo ¿Te apasiona el mundo de la panadería y quieres llevar tu experiencia al siguiente nivel? En Jumbo estamos buscando un/a Maestro Pan Full Time, un rol clave con mayor responsabilidad dentro del equipo, donde podrás aportar con tu conocimiento, liderazgo y pasión por los productos frescos. 🥖 ¿Cuál será tu misión? Ser responsable de la elaboración del pan y apoyar en la coordinación del proceso productivo, asegurando calidad, continuidad en la producción y una excelente presentación de los productos en sala. 🔥 ¿Qué harás en tu día a día? Pesar ingredientes y preparar la masa según recetas establecidas. Amasar, cortar y dar forma a los distintos tipos de pan. Coordinar y apoyar la elaboración de productos dentro del área. Supervisar el correcto uso de máquinas y procesos de producción. Hornear, enfriar, congelar o procesar pan según corresponda (incluyendo pan rallado). Envasar y reponer productos en sala de ventas. Preparar vitrinas asegurando una presentación atractiva. Apoyar en el inventario y control de productos. Separar mermas según protocolos establecidos. Mantener el orden y la limpieza de máquinas, utensilios y área de trabajo. Colaborar con el equipo y apoyar en la organización de tareas cuando sea necesario. ✅ Requisitos Enseñanza Media Completa. Al menos 2 años de experiencia en panadería. Disponibilidad para trabajo presencial y turnos rotativos. 💡 ¿Qué buscamos en ti? Excelente presentación personal. Experiencia y dominio en procesos de panadería. Capacidad para coordinar tareas y apoyar al equipo. Habilidad para trabajar bajo presión en entornos dinámicos. Buenas relaciones interpersonales. Compromiso con la calidad, higiene y seguridad laboral. Enfoque en la prevención de riesgos. 🎁 ¿Qué ofrecemos? Estabilidad laboral y oportunidades de desarrollo. Alimentación en el lugar de trabajo. Uniforme. Beneficios asociados a la compañía. Un entorno dinámico donde podrás potenciar tu experiencia. En Jumbo promovemos un ambiente de trabajo inclusivo, respetuoso y diverso. Valoramos el compromiso, la experiencia y el trabajo en equipo como pilares fundamentales para entregar productos de excelencia a nuestros clientes. Si necesitas algún ajuste razonable para participar en el proceso, indícalo en tu postulación. Queremos que tu experiencia sea cercana, transparente y accesible. Esta oferta se rige por la Ley N.º 21.015, que fomenta la inclusión laboral de personas con discapacidad. ✨ ¡Súmate a Jumbo y lidera con tus manos la creación de productos que alegran cada día!"
Recepcionista - Jumbo Apoquindo,CL,,,2026-04-13,13845,cencosud,2026-07-12,2026-07-22,0.2918,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/13845?c=cencosud,,"¡Únete a Jumbo Apoquindo!🐘💚 ¿Quieres ser parte de un gran equipo y trabajar en un ambiente dinámico? En Jumbo Apoquindo estamos en búsqueda de un Recepcionista . ¿Qué harás? - Contar y verificar estado de mercadería recibida, de acuerdo a las ordenes de compra. - Controlar y verificar retiro de mercadería de acuerdo a las guías de despacho. - Supervisar el orden de la mercadería en los pallets. - Controlar y firmar entradas de mercaderías. - Cumplir con las responsabilidades establecidas en los Procedimientos que le aplican del Sistema de Gestión de Calidad. Requisitos del cargo - Formación: Enseñanza Media completa - Experiencia: Al menos 1 año en el área. Habilidades: - Persona orientada a la atención de público. - Buenas relaciones interpersonales. - Excelente presentación personal. - Rapidez orientada a la capacidad de responder a un número superior de operaciones en el menor tiempo posible sin cometer errores. - Alta capacidad resolutiva frente a problemas ¡Súmate a nuestro equipo y crece con nosotros! 🌈Promovemos un ambiente de trabajo respetuoso, inclusivo y libre de discriminación. Estamos convencidos de que la diversidad en nuestros equipos impulsa la creatividad y la innovación, elementos esenciales para cumplir nuestro propósito: servir de forma extraordinaria en cada momento 🌈 Si necesitas algún ajuste razonable o requisito de accesibilidad para participar en el proceso, por favor indícalo en tu postulación. Queremos que cada persona viva una experiencia transparente, cómoda y accesible. Esta oferta laboral se rige por la Ley N.º 21.015, que incentiva la inclusión de personas con discapacidad en el mundo laboral."
Carnicero - Jumbo Apoquindo,CL,,,2026-04-13,13848,cencosud,2026-07-12,2026-07-22,0.1921,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/13848?c=cencosud,,"Carnicero - Jumbo Apoquindo ¿Te interesa formar parte de un equipo donde la calidad, la precisión y la atención al cliente marcan la diferencia? En Jumbo estamos en búsqueda de un/a Carnicero Full Time, quien será clave para asegurar una excelente experiencia en nuestra sección de carnicería. 🥩 ¿Cuál será tu misión? Ser responsable de envasar, preparar y vender los productos de la sección carnicería, asegurando calidad, frescura y una atención cercana a nuestros clientes. 🔪 ¿Qué harás en tu día a día? Descargar y almacenar la carne según los protocolos establecidos. Envasar, sellar y pesar los productos de la sección. Verificar y etiquetar precios, fechas y flejes correctamente. Reponer y ordenar los productos en vitrinas. Revisar constantemente el estado y calidad de los productos a la venta. Asegurar que los equipos cuenten con los insumos necesarios para el envasado. Digitar códigos y marcar productos. Mantener el orden y la limpieza de mesones, bandejas, cámaras, maquinarias y vitrinas. Colaborar con el equipo para el correcto funcionamiento del área. ✅ Requisitos Enseñanza Media Completa o experiencia en el área. Al menos 2 años de experiencia en carnicería. Disponibilidad para trabajo presencial y turnos rotativos. 💡 ¿Qué buscamos en ti? Excelente presentación personal. Buenas relaciones interpersonales y orientación al cliente. Responsabilidad y atención al detalle. Compromiso con la higiene, calidad y seguridad. Enfoque en la prevención de riesgos en el trabajo. 🎁 ¿Qué ofrecemos? Estabilidad laboral y oportunidades de desarrollo. Alimentación en el lugar de trabajo. Uniforme. Beneficios asociados a la compañía. Ser parte de un equipo comprometido con la excelencia. En Jumbo promovemos un ambiente laboral inclusivo, respetuoso y libre de discriminación. Creemos que la diversidad fortalece nuestros equipos y nos impulsa a entregar un servicio de calidad en cada momento. Si necesitas algún ajuste razonable para participar en el proceso, no dudes en indicarlo en tu postulación. Queremos que tu experiencia sea cercana, transparente y accesible. Esta oferta se rige por la Ley N.º 21.015, que fomenta la inclusión laboral de personas con discapacidad. ✨ ¡Únete a Jumbo y sé parte de un equipo donde la calidad y el trabajo bien hecho son protagonistas cada día!"
Controlador de cajas Part Time - Jumbo Apoquindo,CL,,,2026-04-13,13849,cencosud,2026-07-12,2026-07-22,0.2914,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/13849?c=cencosud,,"Control Cajas - Jumbo Apoquindo ¿Te motiva liderar equipos y asegurar una excelente experiencia para los clientes? En Jumbo estamos buscando un/a Control Cajas Full Time, quien será clave en la supervisión del área de cajas, velando por el correcto funcionamiento, la calidad del servicio y el trabajo en equipo. 🛒 ¿Cuál será tu misión? Supervisar el trabajo de los cajeros, asegurando procesos eficientes, orden en el área y una atención de calidad hacia nuestros clientes. 💼 ¿Qué harás en tu día a día? Supervisar la correcta marcación de productos en cajas. Velar por el orden y la limpieza del área. Asegurar que los cajeros cuenten con todos sus materiales de trabajo. Atender requerimientos administrativos propios del área de cajas. Fomentar el trabajo en equipo y un buen clima laboral. Brindar atención a clientes con actitud positiva y resolutiva. Investigar reclamos y gestionar soluciones oportunas. Capacitar e instruir a los cajeros en el uso de máquinas registradoras. Promover una atención de excelencia. Retroalimentar constantemente al equipo para mejorar su desempeño. ✅ Requisitos Enseñanza Media Completa. Idealmente 2 años de experiencia en funciones similares. Disponibilidad para trabajo presencial y turnos rotativos. 💡 ¿Qué buscamos en ti? Orientación al trabajo en equipo. Habilidades para resolver conflictos. Capacidad de liderazgo y delegación. Buenas relaciones interpersonales. Excelente presentación personal. Iniciativa, adaptabilidad y tolerancia al trabajo bajo presión. Compromiso con la prevención de riesgos. 🎁 ¿Qué ofrecemos? Estabilidad laboral y oportunidades de desarrollo. Alimentación en el lugar de trabajo. Uniforme. Beneficios asociados a la compañía. Un entorno dinámico y colaborativo. En Jumbo promovemos un ambiente de trabajo inclusivo, respetuoso y diverso. Creemos que el liderazgo positivo y el trabajo en equipo son fundamentales para entregar una experiencia de excelencia a nuestros clientes. Si necesitas algún ajuste razonable para participar en el proceso, indícalo en tu postulación. Queremos que tu experiencia sea accesible y transparente. Esta oferta se rige por la Ley N.º 21.015, que incentiva la inclusión de personas con discapacidad en el mundo laboral. ✨ ¡Súmate a Jumbo y lidera un equipo que marca la diferencia en cada experiencia de compra!"
Aprendiz Local - Jumbo Apoquindo,CL,,,2026-04-13,13853,cencosud,2026-07-12,2026-07-22,0.174,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/13853?c=cencosud,,"Aprendiz Local- Jumbo Apoquindo ¿Buscas tu primera experiencia o quieres seguir aprendiendo en un entorno dinámico? En Jumbo estamos en búsqueda de un/a Aprendiz Local Full Time, un rol polifuncional ideal para quienes tienen ganas de desarrollarse, adquirir nuevas habilidades y ser parte de un gran equipo. 🌟 ¿Cuál será tu misión? Apoyar en distintas funciones dentro del local, contribuyendo al correcto funcionamiento de las operaciones y al cumplimiento de los estándares de calidad, orden y servicio. 🔧 ¿Qué harás en tu día a día? Apoyar en diversas tareas operativas según las necesidades del local. Colaborar en la preparación y manipulación de productos. Pesar ingredientes y apoyar en procesos básicos de elaboración. Mantener el orden y la limpieza de máquinas, utensilios y espacios de trabajo. Apoyar en reposición y organización de productos. Trabajar en conjunto con el equipo para asegurar un servicio eficiente. Cumplir con normas de higiene, calidad y seguridad. ✅ Requisitos Enseñanza Media Completa o experiencia en funciones similares. Idealmente 1 año de experiencia en cargos operativos. Disponibilidad para trabajo presencial y turnos rotativos. 💡 ¿Qué buscamos en ti? Excelente presentación personal. Ganas de aprender y desarrollarte en distintas áreas. Proactividad y buena disposición. Buenas relaciones interpersonales y trabajo en equipo. Capacidad para trabajar bajo presión. Compromiso con la prevención de riesgos y seguridad laboral. 🎁 ¿Qué ofrecemos? Oportunidades de aprendizaje y desarrollo interno. Alimentación en el lugar de trabajo. Uniforme. Beneficios asociados a la compañía. Un entorno dinámico donde podrás crecer y potenciar tus habilidades. En Jumbo promovemos un ambiente laboral inclusivo, respetuoso y diverso. Creemos en el talento de cada persona y en entregar oportunidades reales de crecimiento. Si necesitas algún ajuste razonable para participar en el proceso, indícalo en tu postulación. Queremos que tu experiencia sea cercana, transparente y accesible. Esta oferta se rige por la Ley N.º 21.015, que fomenta la inclusión laboral de personas con discapacidad. ✨ ¡Súmate a Jumbo y comienza tu desarrollo profesional con nosotros!"
Recaudador - Jumbo Apoquindo,CL,,,2026-04-13,13854,cencosud,2026-07-12,2026-07-22,0.2095,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/13854?c=cencosud,,"Recaudador - Jumbo Apoquindo ¿Te interesa un rol clave donde la responsabilidad, el orden y la precisión marcan la diferencia? En Jumbo estamos buscando un/a Recaudador Full Time, quien será fundamental para asegurar el correcto manejo y control de los valores dentro del local. 💰 ¿Cuál será tu misión? Ser responsable de la recaudación diaria de los valores provenientes de cajas, asegurando un proceso ordenado, seguro y preciso. 📊 ¿Qué harás en tu día a día? Realizar el retiro de valores desde las cajas. Contar y cuadrar efectivo, cheques y pagos electrónicos entregados por los cajeros. Confeccionar depósitos para el banco. Coordinar y atender requerimientos del personal de transporte de valores. Registrar los movimientos en el Libro de Bóveda. Entregar papeletas de retiro a los cajeros. Velar por el cumplimiento de los procedimientos de seguridad y control interno. ✅ Requisitos Enseñanza Media Completa. Idealmente 2 años de experiencia en el área de cajas o manejo de valores. Disponibilidad para trabajo presencial y turnos rotativos. 💡 ¿Qué buscamos en ti? Excelente presentación personal. Puntualidad y alto sentido de responsabilidad. Compromiso con la organización. Orden y rigurosidad en el desarrollo de tareas. Capacidad para trabajar de forma metódica y bajo procedimientos establecidos. 🎁 ¿Qué ofrecemos? Estabilidad laboral y oportunidades de desarrollo. Alimentación en el lugar de trabajo. Uniforme. Beneficios asociados a la compañía. Un entorno de trabajo organizado y colaborativo. En Jumbo promovemos un ambiente laboral inclusivo, respetuoso y diverso. Valoramos la responsabilidad y el compromiso como pilares fundamentales para el correcto funcionamiento de nuestras operaciones. Si necesitas algún ajuste razonable para participar en el proceso, indícalo en tu postulación. Queremos que tu experiencia sea clara, accesible y transparente. Esta oferta se rige por la Ley N.º 21.015, que fomenta la inclusión laboral de personas con discapacidad. ✨ ¡Únete a Jumbo y sé parte de un equipo donde la confianza y la precisión lo son todo!"
Reponedor - Jumbo Apoquindo,CL,,,2026-04-13,13855,cencosud,2026-07-12,2026-07-22,0.2188,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/13855?c=cencosud,,"¡Únete a Jumbo Apoquindo!🐘💚 ¿Quieres ser parte de un gran equipo y trabajar en un ambiente dinámico? En Jumbo Apoquindo estamos en búsqueda de un Reponedor responsable y motivado. ¿Qué harás? - Reposición constante de productos en sala de ventas. - Revisar las condiciones de la mercadería al momento de su ingreso a la sección. - Traslado y distribución de productos desde bodega a sala. - Mantener el orden y correcta exhibición de los productos. - Realizar cambio y verificación de flejes y precios. - Velar por la limpieza y cuidado de los productos y del espacio de trabajo. - Apoyar en el control de stock y reposición oportuna. Requisitos del cargo - Formación: Enseñanza Media completa - Experiencia: No se requiere experiencia previa. Habilidades: - Rapidez y agilidad para ejecutar tareas operativas. - Alto nivel de orden y atención al detalle. - Responsabilidad y compromiso con sus funciones. - Capacidad de trabajo en equipo. ¡Súmate a nuestro equipo y crece con nosotros! 🌈Promovemos un ambiente de trabajo respetuoso, inclusivo y libre de discriminación. Estamos convencidos de que la diversidad en nuestros equipos impulsa la creatividad y la innovación, elementos esenciales para cumplir nuestro propósito: servir de forma extraordinaria en cada momento 🌈 Si necesitas algún ajuste razonable o requisito de accesibilidad para participar en el proceso, por favor indícalo en tu postulación. Queremos que cada persona viva una experiencia transparente, cómoda y accesible. Esta oferta laboral se rige por la Ley N.º 21.015, que incentiva la inclusión de personas con discapacidad en el mundo laboral."
Auxiliar de Cocina - Jumbo Apoquindo,CL,,,2026-04-13,13846,cencosud,2026-07-12,2026-07-14,0.1874,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/13846?c=cencosud,,"Auxiliar de Cocina - Jumbo ¿Te gustaría ser parte de un equipo que trabaja con energía, compromiso y foco en la calidad todos los días? En Jumbo estamos buscando un/a Auxiliar de Cocina Full Time, quien será un apoyo fundamental en la preparación de alimentos y en el cumplimiento de nuestros estándares. 🍳 ¿Cuál será tu misión? Apoyar el funcionamiento eficiente de la cocina, contribuyendo a la preparación de productos y asegurando altos estándares de calidad e higiene. 👩‍🍳 ¿Qué harás en tu día a día? Apoyar la labor de ayudantes, aspirantes y maestros de cocina. Preparar productos según el menú establecido. Participar en la atención de eventos especiales cuando sea requerido. Cumplir con los procesos de aseguramiento de calidad para garantizar alimentos inocuos. Velar por el orden, limpieza y correcto funcionamiento del área de trabajo. Contribuir al cumplimiento de los estándares y productividad del equipo. ✅ Requisitos Enseñanza Media Completa. Tener 18 años o más. Disponibilidad para trabajo presencial. Disponibilidad para jornada Full Time y turnos rotativos. 💡 ¿Qué te ayudará a destacar? Ganas de aprender y crecer en el área gastronómica. Trabajo en equipo y buenas relaciones interpersonales. Responsabilidad y compromiso con la calidad. Proactividad en un entorno dinámico. 🎁 ¿Qué ofrecemos? Alimentación en el lugar de trabajo. Uniforme. Oportunidades de desarrollo y crecimiento interno. Beneficios asociados a la compañía. En Jumbo promovemos un ambiente laboral inclusivo, respetuoso y libre de discriminación. Creemos que la diversidad en nuestros equipos impulsa la creatividad y la innovación, permitiéndonos entregar un servicio extraordinario en cada momento. Si necesitas algún ajuste razonable o requisito de accesibilidad para participar en el proceso, indícalo en tu postulación. Queremos que vivas una experiencia transparente, cómoda y accesible. Esta oferta se rige por la Ley N.º 21.015, que incentiva la inclusión de personas con discapacidad en el mundo laboral. ✨ ¡Postula y sé parte de Jumbo, donde cada detalle cuenta para crear grandes experiencias!"
Panadero/Hornero - Jumbo Apoquindo,CL,,,2026-04-13,13844,cencosud,2026-07-12,2026-07-14,0.1688,CL,https://cencosud.csod.com/ux/ats/careersite/5/home/requisition/13844?c=cencosud,,"Panadero – Hornero Full Time | Jumbo ¿Te apasiona el aroma del pan recién horneado y quieres ser parte de un equipo que hace la diferencia cada día? En Jumbo estamos buscando un/a Panadero – Hornero Full Time, quien será clave para asegurar que nuestros clientes encuentren siempre productos frescos, de calidad y recién salidos del horno. 🥖 ¿Cuál será tu misión? Mantener y controlar el abastecimiento de pan en la sala de ventas, asegurando una producción constante, fresca y de calidad durante toda la jornada. 🔥 ¿Qué harás en tu día a día? Poner, cocer y retirar el pan de los hornos. Vaciar y manejar adecuadamente el pan recién horneado. Organizar el pan en canastos y carros de traslado. Llevar los productos al punto de venta de forma oportuna. Mantener el orden y la limpieza de tu lugar de trabajo. Cumplir con las normas de seguridad, priorizando la prevención de accidentes. ✅ Requisitos Enseñanza Media Completa. Al menos 1 año de experiencia como panadero u hornero. Disponibilidad para trabajo presencial y turnos rotativos. 💡 ¿Qué buscamos en ti? Energía y proactividad para un trabajo dinámico. Buenas relaciones interpersonales y trabajo en equipo. Compromiso con la seguridad y el orden en el trabajo. Responsabilidad y enfoque en la calidad del producto. 🎁 ¿Qué te ofrecemos? Estabilidad laboral y oportunidades de crecimiento. Alimentación en el local. Uniforme. Ser parte de un equipo comprometido con la excelencia. Aprendizaje constante en un entorno dinámico. En Jumbo, promovemos un ambiente laboral inclusivo, respetuoso y diverso, donde cada persona aporta con su talento y esencia. Creemos que el trabajo en equipo y la pasión por lo que hacemos son la clave para entregar una experiencia excepcional a nuestros clientes. Si necesitas algún ajuste razonable para participar en el proceso, no dudes en indicarlo en tu postulación. Esta oferta se rige por la Ley N.º 21.015, que fomenta la inclusión laboral de personas con discapacidad. ✨ Súmate a Jumbo y sé parte de la magia de crear momentos únicos!"
